rating,date,variation,verified_reviews,feedback,sentiment,final_sentiment
3,20-Jul-18,White  Spot,i bought this to replace a dot in my bedroom  already have a show and a couple of full sized echo units in my house the spot is okay for what it is  two issues  one minor and one major  the minor one   why include the huge bezel on the front  why not take that space and make the display larger  a total waste of usable space  the major one  also involves the show  i am very used to these devices  i do not need to see  things to try  whenever i use a voice command with it  even setting it to rotate once starts this crap over again when you dare to actually use the devices   i am not a child and i do not need to be told a hundred times how to play music on it  and having this on my nightstand and seeing these highly annoying tips is just outrageous for a unit meant to be used next to a bed  why does not amazon fix this and give us the option to turn this nonsense off  i want to see a clock face  period  not these silly nanny reminders,1,2,Unknown
5,20-Jul-18,Black  Spot,this product just looks adorable in any room and i love it  i recently just bought my mom one as a gift on prime day and she can not wait to use it,1,5,Positive
5,20-Jul-18,Black  Spot,love my spot,1,5,Positive
4,20-Jul-18,White  Spot,loving this way more than google home devices  i have been using for a couple months and if you are an amazon prime subscriber the value here is greater than google  i am using to listen to free music with prime  better than alternatives   audible and you can even watch movies  the display is a little small for lots of watching  the sound should be louder  and youtube needs to be available  these issues put this at a 3 5 to 4 stars  fix one of them  youtube  and its a 5 star item  to alleviate sound i have paired with a blue tooth speaker  right now this sits in my living area  where i think it will shine is my office desk  once there are great offers i could see purchasing additional for nightstand or other amazon alexa items for my household  i felt happy after adding this to my house where as i felt stupid using google home,1,4,Positive
3,20-Jul-18,Black  Spot,i like it as an alexa device but its small,1,3,Neutral
5,20-Jul-18,Black  Spot,what a wonderful little alexa enabled gadget at like the analog clock face the best,1,5,Positive
5,20-Jul-18,White  Spot,love it  love it  love it    bought it on prime day  then had buyers remorse  but once i got it  it was love at first sight,1,5,Positive
5,20-Jul-18,Black  Spot,i like the echo spot because it fits into my decor and i can also sing along with my favorite songs,1,4,Positive
5,20-Jul-18,Black  Spot,best bedside clock and assistant i have ever had,1,5,Positive
5,19-Jul-18,White  Spot,omg where do i start  i love this thing  none bad to say,1,5,Positive
5,19-Jul-18,Black  Spot,works as described  a,1,5,Positive
1,19-Jul-18,Black  Spot,get rid of the  thongs to try  screen           numb nuts,0,1,Negative
5,19-Jul-18,Black  Spot,have not used it yet  but i am sure it is as great as the others   i can not get over how amazing the echo   echo dots are  this has to be some of the greatest technology that has ever came out,1,5,Positive
5,19-Jul-18,Black  Spot,i am very excited and happy with this  it was a breeze to set up and my favorite feature is reading my kindle and going to sleep to thunderstorm music,1,5,Positive
5,19-Jul-18,Black  Spot,still learning to use these things  they sure are smart  haha she started reading a book to me yesterday  get one  i like the way it controls the brightness all by itself when lights are turned off at night,1,4,Positive
5,19-Jul-18,Black  Spot,i highly recommend the spot  i have it connected to the kasa camera and it is so convenient to just ask spot to   show me the camera  when someone is at the door  love it  as soon as amazon has a good sale on these again i will be getting another one  good job amazon,1,5,Positive
2,19-Jul-18,Black  Spot,the echo works fine but then you get indundated with  things to try   i am not a 10 year old that needs stimulus to tell me to do things  i found there is no way to turn this off except for      turning off the screen  if i cannot find a suitable fix for this it goes back,0,3,Unknown
5,19-Jul-18,Black  Spot,great to wake up to music and being told the weather,1,5,Positive
4,19-Jul-18,White  Spot,bought this to replace a sony dash  remember those   after sony decided to pull support from it entirely  it works great for what i use it for  an alarm clock  a weather station  background music player and voice control of lights throughout my house  my biggest gripe about the device and why i knocked a star off is that you can not turn off the suggestions on  things to try   it  s an annoying and a stupid design decision since you have control to turn off other things you do not want to see as it cycles through content screens  a software update or two would help this improve especially full control of what we want and do not want to see in the content rotation,1,4,Positive
1,19-Jul-18,Black  Spot,can not turn of  things to try  on the screen scroll  this is a big promotion device for amazon  packing it up and sending it back  they really want to get in our heads  enough already,0,1,Negative
5,19-Jul-18,Black  Spot,love everything about this product i bought two one for my household and one for my mother in law just so we can video chat with her and for emergency and it s easy to use for older folks,1,5,Positive
2,19-Jul-18,Black  Spot,this thing woke me up in the middle of the night saying  ready for setup   it was already setup  should be a simple thing to check time before asking  wife not happy,0,1,Negative
4,19-Jul-18,White  Spot,the echo spot is really great  i just got it and is easy to set up  i do have one problem  when the advertise it they show a screen with the time weather and your town  sadly there is no way to make this the home screen  the home screen is just the time   i spoke to support and the wonderful lady tried and researched for 45 minutes to no avail  i am disappointed because i wanted that screen all the time not just during an occasional screen rotate  i am hoping they will do something about this  other than that it s great,1,3,Neutral
1,19-Jul-18,Black  Spot,the product is attractive and somewhat useful  but  amazon chose to force users to view their  things to try  and trending   this greatly depreciates the value of the product  do not buy unless you are willing to view a billboard from amazon,0,2,Negative
5,19-Jul-18,Black  Spot,the echo spot has really helped me to streamline my day and be more efficient  it reminds me of any appointments  warns me about traffic snarls  and tells me the weather every day while suggesting new music and introducing me to new artists,1,5,Positive
5,19-Jul-18,Black  Spot,,1,4,Positive
5,19-Jul-18,Black  Spot,come on   it is amaonmazing  it is way more than a smart speaker  it is my wake up alarm  my security blanket  and infotainment center all in one  it is my connection to the world during night hours when i am mostly sleepy or zonked out zzzzzzz    i can still access the world without my reading glasses late at night  it sounds amazing for its size  it can hear me when i am far from awake  mostly   as they say   this is a must have device   yep  that is a true statement,1,5,Positive
5,19-Jul-18,Black  Spot,got one for me and for my son on prime day  we love them  i want one in every room  but that would be excessive,1,4,Positive
5,19-Jul-18,Black  Spot,in one word  amazing  best tech purchase i have ever made as it controls all devices in my house and even my pool,1,5,Positive
5,19-Jul-18,White  Spot,i m leaving this for those who don t have enough of an attention span to read instructions  you can stop the screen rotations swipe down on clock screenselect settingshome   clockhome cardsrotate onceproblem solved,1,1,Unknown
5,19-Jul-18,White  Spot,very nicely constructed  my wife wanted a second for the kitchen so i order a second one,1,5,Positive
3,19-Jul-18,Black  Spot,,1,4,Positive
5,19-Jul-18,Black  Spot,i love this little gadget  replaces my old clock basically  love i can listen to music in the morning get weather updates  news briefs  let us me know when a amazon order is arriving   has been delivered etc  yes it is a little pricey  but purchased it on amazon prime now during prime day and it was delivered same day for dollar 99,1,5,Positive
5,19-Jul-18,Black  Spot,https   www amazon com dp b073sqyxtw ref cm_cr_ryp_prd_ttl_sol_18,1,1,Unknown
4,19-Jul-18,Black  Spot,i love my little echo spot  i have replaced my older full size echo with this little guy  the round screen is an interesting choice and i am not sure i like the look but it is growing on me  the speakers could be slightly louder but all in all it is a solid echo product,1,4,Positive
2,19-Jul-18,Black  Spot,it s not as good as siri  but it still has some positives  it is great at playing music  and setting alarms  i personally felt that i paid too much for this product  as it was nearly half off on prime day  literally the day after i purchased it   so i am pretty disappointed  i might still return it and get my money back,0,3,Unknown
4,19-Jul-18,Black  Spot,having received this as a gift  i am writing my initial thoughts   compared to my google home mini pros  way easier to setup than the google home mini  i was able to connect all of my smart home device  unlike google  without any issues  making phone calls on this was clearer for the receiver to understand me cons  need to enable  skills  to get more functionality  google home has built in functionality to search the web for answer to questions easier than the amazon echo  could not connect this to youtube,1,5,Positive
5,19-Jul-18,Black  Spot,love it,1,5,Positive
5,18-Jul-18,White  Spot,well made product echo spot   white,1,5,Positive
5,18-Jul-18,Black  Spot,installed on my back porch  works very well  i did have to get the wall mount for it  which also works well,1,4,Positive
5,18-Jul-18,Black  Spot,thank god  and alarm clock with an lcd that gets dim enough for me to sleep  i am a very light sensitive sleeper and wind up taping black tape over all my other stuff in my bed room  not this guy  the alexa features are nice and listening to music at night is great  we enjoy falling asleep to meditation podcasts though we have to use the skill anypod to get the podcasts we like  video is kinda tiny and useless at this size but that is to be expected  audio quality is much better than echo dot,1,4,Positive
5,18-Jul-18,White  Spot,i love this thing  at first i thought it wouldn t stay on the clock and that i would have to suffer through ads forever but when the lights are off it sits on the clock and it s very comfortable for the eyes  easy set up  love it,1,5,Positive
5,18-Jul-18,White  Spot,got it and  as expected  its great  almost a swell as my show,1,5,Positive
5,18-Jul-18,Black  Spot,love this thing  people think i m crazy for paying this much for a glorified alarm clock  but i don t care   for me  waking up in a good mood is pretty important and this helps me do it   so glad i don t have to deal with my old eeaanh eeaanh eeaanh alarm  very excited to say  alexa  turn off the lights   smart plugs get here soon   got a camera privacy slide for this since it is in my bedroom,1,5,Positive
5,18-Jul-18,Black  Spot,i absolutely love this  very user friendly and i got the kasa cam to go with it to monitor my living room  super easy to set up and operate  i only wish it actually came with the camera privacy cover and pivoting stand which you can buy separately  i m looking forward to future software updates for different clock faces  i like digital but i miss the colon in between the hours and minutes on most of them  i d also like to see more celebs jump on board for the alarm voices  i really have no complaints  i m being nit picky at this point  worth every penny,1,5,Positive
5,18-Jul-18,Black  Spot,surprisingly good beefy sound out of this thing  i think it might shape up to be one of my favorite echo devices  i have nearly all of them,1,4,Positive
5,18-Jul-18,Black  Spot,given as a gift to my wife  to compliment my echo  she loves it,1,5,Positive
5,18-Jul-18,White  Spot,this is a gift  but i have one and love it  the words to songs are great and the i live the face i chose for the clock  this is my favorite echo  unless i am listening to music,1,5,Positive
5,17-Jul-18,Black  Spot,i ve had this for a little over 3 weeks now and i absolutely love it  it s so easy to use  i m basically using it as a smart alarm but it can do way more  the screen quality is great and it looks super cute sitting on my night stand  i don t know how i lived without it so long  if you can t decide whether to buy it or not  go for it  you won t regret it,1,5,Positive
2,17-Jul-18,Black  Spot,fairly useless,0,2,Negative
1,17-Jul-18,Black  Spot,bought the spot and loved it  within months it started acting funny and would stop working called and they determined that it was overheating  i was told to unplug and technical support would call within 24 48 hours  waited 48 hours without response and replied to email and was asked to wait a week  a week goes by with absolutely no response so i do the inline chat per instructions  told to wait longer  really     unacceptable expected more from amazon  find it funny how they always thank me for being a prime member but when an issue arises i cannot even get assistance,0,1,Negative
4,17-Jul-18,White  Spot,much easier to use than the dot  it picks up my voice from farther away and the speakers seem a lot cleaner sounding the screen is a nice perk but i only use it at bed time to listen to prime shows before bed  the screen is too small to watch shows  it displays my alarm in print so i know alexa heard me correctly  and you can make you own clock face with personal pictures  my only complaint is that they do not add the stand as standard  i did not need it for my spot at my desk but definitely needed it beside the bed many people complain about the basic alexa program but it is still such new tech that i am not going to split hairs  the echo was not as good as my dot and the spot is better than dot  alexa gets better over time and the skills are increasing weekly  now alexa even tells the difference between my son and my voice  i think amazon is working overtime on this project  i gave feedback to ask to be able to have self made lists and now you can make and name lists for anything i am so used to my alexa that i talk to her even when i am staying in a hotel and she is no where to be found  alexa  what time is it  alexa,1,4,Positive
5,17-Jul-18,White  Spot,when we were buying another product there was an option to bundle this one for an extra dollar 30   so we thought why not  well  i am so glad we did  we are really enjoying our echo spot  it reads stories to our girls  plays music  gives us the news  and so much more  it is so responsive and has so many skills that we enjoy,1,5,Positive
1,17-Jul-18,Black  Spot,for the size of the screen this thing should be dollar 25,0,3,Unknown
3,17-Jul-18,Black  Spot,this is 1 of 6 echo devices in the house and is currently being deployed as a bedside alarm clock  i use it basically as an echo dot with a clock attached and may occasionally pull up camera video  audio quality and screen quality are really are not appropriate for music or watching video  much of the time it works well as alarm clock  but there are some serious flaws  particularly if you are the last one to bed or the first to wake  it doesn t seem like the engineers actually tested this in a bedroom with 2 people on different schedules  try walking into a dark bedroom with a sleeping wife and waking her up by saying  alexa set an alarm for 5am  and then having alexa repeat  ok alarm set for 5am   not good  i suppose you could whisper then fumble for the volume down button but that is stupid  plain and simple  this device needs to be brought into the 1990 s and have simple touch screen interface added to set an alarm  i know there is a cumbersome interface for these situations where one can set an alarm from the alexa app on your phone  no thanks  if i m picking up my phone to set an alarm i will just use its built in alarm and save a step  at least the engineers allow the alarm to be turned off from the touch screen  so for example if you wake up a few minutes early you can cancel the alarm without speaking and waking your spouse  the interface for using the touch screen to cancel an alarm that has gone off is however not great  there should be separate snooze and cancel buttons  currently a touch snoozes and a swipe cancels  it is too easy when half awake to snooze when you think you have cancelled  when the snoozed alarm goes off a few minutes later  my not amused and no longer sleeping wife will let me know by summoning alexa to turn off the bathroom lights while i m in the shower,1,4,Positive
5,17-Jul-18,Black  Spot,i bought this for my mother and she loves it  i want to get one for myself now,1,5,Positive
5,17-Jul-18,Black  Spot,,1,4,Positive
1,17-Jul-18,Black  Spot,invasive and scared the crap out of me for speaking when it was not spoken to  creapy af,0,1,Negative
4,16-Jul-18,Black  Spot,4 out of 5 stars  i have the original tall echo  4 dots  2 spots and 1 show  the only thing i am finding a problem with is the speakers in the spot  when using drop in  sometimes i am not being heard on the other spot and vice versa  the voices tends break up or the sound coming through is intermittent  the optical is fine         it is just the sound  sometimes i will have to repeat the wake word 2 3 times and i am only 8 feet away plus it is on one of those dollar 20 stands  i find the echo dot  original echo and the show has much better sound quality  that is one reason i bought the echo show,1,4,Positive
5,16-Jul-18,Black  Spot,i bought this for my 90 year old grandmother and she and i love it    she can call all her family members with just her voice  play games  even watch a video and i love that i can  drop in  on her any time to see how she is doing  she lives all by herself  and i feel comfortable if there was an emergency she could call out to alexa for help,1,5,Positive
1,16-Jul-18,Black  Spot,,0,4,Unknown
5,16-Jul-18,Black  Spot,i love this thing  it plays my books from audible or prime music and sets my alarms  if you re considering purchasing one  get it  it s worth it,1,5,Positive
5,16-Jul-18,White  Spot,i think it can read my mind,1,4,Positive
5,16-Jul-18,Black  Spot,perfect,1,5,Positive
5,16-Jul-18,Black  Spot,love my spot  my favorite feature is the  alexa  start my day   i love that i can hear the weather  traffic and even the word of the day  it even goes right into my favorite podcast while i get dressed,1,5,Positive
5,15-Jul-18,Black  Spot,works  replaced my expired bedside radio alarm it took me a while to realize that option setting involved using it as a touch screen maybe it should said something during the setup process,1,4,Positive
5,15-Jul-18,White  Spot,works great i love it  grand daughter digs the watching of cartoons on it lol,1,5,Positive
5,15-Jul-18,Black  Spot,gift for husband  great,1,5,Positive
5,15-Jul-18,White  Spot,i had just said to myself how i desired an assistant when i came across the spot  as a mom of two things can get hectic really quickly trying to manage everyone s schedules   my own  i just verbally tell alexa what reminder or timer i need set and voila having my spot has given me the virtual assistant i so desired without having to actually hire someone  not to mention the many other awesome features  i have alexa synced with my audible   kindle   alex can read a book from my libraries to me i m still excited to see what else my spot can do side note  i had wanted to purchase a show for a while   probably still will down the line however i sooooo love my sleek little sopt,1,5,Positive
1,15-Jul-18,Black  Spot,i love the product   but very disappointed once i realized i can no longer play youtube videos  i am now past my 30 days return date  i am realizing i now have an expensive alarm clock  i am hoping youtube comes back  i was looking to buy an echo show for the kitchen during prime day  glad i did not,0,2,Negative
5,15-Jul-18,Black  Spot,i m not sure why or how amazonia asking me about this purchase  i got it as a gift from my kids for mother s day    it was not bought from my account  lil bit creepy    i haven t really had much use for it as no one calls  they text  so that part meh  the other things it does are no different than the other alexa products,1,2,Unknown
5,31-Jul-18,Black  Show,i love love love love it  i feel like i have a talking computer that tells me everything,1,5,Positive
5,31-Jul-18,Black  Show,love the echo show  being able to see the lyrics of the songs as they play or to be able to put a recipe up on the screen is wonderful,1,5,Positive
3,31-Jul-18,Black  Show,it seems to work well  unfortunately a lot of the functionality is lost because  as many have mentioned  it does not work with google or youtube any more  this problem is caused by google because they came up with their own devices an no longer allow access from other devices like these  this even effected my smart tv  anyhow we purchased a few of these to communicate with our children and grandchildren so we will see what happens when we hand them out,1,3,Neutral
5,31-Jul-18,Black  Show,love listening to music  still trying to learn everything it does,1,5,Positive
4,31-Jul-18,White  Show,very pleasedsimple to figure out,1,5,Positive
5,31-Jul-18,White  Show,just what i expected already have 2 other shows,1,5,Positive
5,31-Jul-18,Black  Show,very good,1,5,Positive
5,31-Jul-18,White  Show,excellent to listen to my music  my audio books  and look all my cameras in and around my house,1,5,Positive
5,31-Jul-18,Black  Show,alexa is fun  i ve added smart home aspects  my friend listens to spotify  my husband enjoys interacting too,1,4,Positive
5,30-Jul-18,Black  Show,tremendous way to communicate with friends and family all across the country,1,5,Positive
4,30-Jul-18,Black  Show,it is what it is and than some  sounds great too  on y thing i dont like the camera being seen by anyone working for amazon i asked echo show to show me camera and didn t know what i was saying but knows how to turn camera on and off but can t dhiw u what s recording hmm,1,4,Positive
5,30-Jul-18,Black  Show,used for personal use  we like hearing weather  news from cnn  and various playlists,1,4,Positive
5,30-Jul-18,Black  Show,love it,1,5,Positive
5,30-Jul-18,White  Show,i like the echo show its the best  big screen you can watch movies preview from the movie and alexa will answer all your question you name it,1,5,Positive
3,30-Jul-18,Black  Show,prime day pricing was good  but the show is very limited  no video services available except amazon video  no netflix or youtube  alexa is very limited also  not nearly as useful as google,1,2,Unknown
5,30-Jul-18,Black  Show,works great  has great picture easy to setup and use,1,5,Positive
5,30-Jul-18,Black  Show,the fact that she can help me find my phone when i am at home alone is worth the price of this device,1,4,Positive
5,30-Jul-18,Black  Show,i love this item    i underestimated this item  i have another 2 in my cart     but i am waiting for the same deal again     i highly recommend this item,1,5,Positive
4,30-Jul-18,Black  Show,i love using my echo show for music  it sounds amazing  unfortunately the video quality when video chatting isnt great  my husband and i video chat often and his video comes out very clear on my end but he says my image is very pixelated  i am still learning to use it but so far so good,1,4,Positive
5,30-Jul-18,Black  Show,love it,1,5,Positive
5,30-Jul-18,White  Show,,1,4,Positive
5,30-Jul-18,Black  Show,oh i love my echo show and the video news spots,1,5,Positive
1,30-Jul-18,Black  Show,waste of money over the echo generation 2  you don t really get anything more from a video chat on this device then you would on facetime or skype and it does not cycle through your pictures when you put it on slideshow mode it sticks on the first photo and will not leave it no matter what you do i have even looked online to research articles and cannot find a solution  i have also had problems with this device shutting down and i have not had these problems on any of the other echo devices  price difference is just not worth it,0,1,Negative
2,30-Jul-18,Black  Show,no you tube would not have bought it if i known that,0,1,Negative
5,30-Jul-18,Black  Show,this is our second echo show  we have a home in mexico and one in the usa  now when one of us is in the other home we can easily stay in touch and see each other  we can also drop in on the houses when we aren t there to check on them  we use it to turn on and off the lights and security systems in both homes  we also have echo dots in various rooms  we love all this technology  we ask her many questions and she plays music for us,1,5,Positive
4,30-Jul-18,White  Show,needs to play youtube and prime video and maybe netflix  but it has good sound,1,3,Neutral
5,30-Jul-18,Black  Show,we love our echo show,1,5,Positive
5,30-Jul-18,Black  Show,great product,1,5,Positive
5,30-Jul-18,Black  Show,i love this device  i upgraded from the echo spot  i just wish i could customize the clock on my screen to analog  to mimic what i was used to in the echo spot  also  there is better sound quality on this device,1,5,Positive
5,30-Jul-18,Black  Show,love this thing   best toy i have bought myself in awhile   so far i have a smart plug connected running my ac  and the wifi light bulbs  baseball scores  weather are cool but the music is the best feature,1,5,Positive
5,30-Jul-18,White  Show,this thing is a lot cooler than i thought it would be  i mostly have used it to read me audiobooks  but i also love that i can see into the camera while i am at work,1,4,Positive
5,30-Jul-18,Black  Show,i m really enjoying this product  love the flash briefing  the timers  the weather reports and more,1,5,Positive
4,30-Jul-18,Black  Show,we love the show  it loses the connection every now and then but not sure if that is an show issue or our internet issue  but overall we use it for many applications,1,4,Positive
5,30-Jul-18,Black  Show,works well with optional cameras  conferencing is good  still feel like bezos is spying on me,1,4,Positive
5,30-Jul-18,Black  Show,i can connect my smart lights and my phone  and any other smart device  it is just so convenient that i highly reccomend it to anyone who have the disposable income,1,5,Positive
5,30-Jul-18,Black  Show,love  love  love,1,5,Positive
5,30-Jul-18,Black  Show,love all my echo products  i like the video phone feature on this  can check in on our cat when on vacation,1,5,Positive
5,30-Jul-18,Black  Show,works exactly how you would expect  right out of the box  i love being able to not only hear  but now see  what i need on this device  i loved my regular echo  but the show is just so much better  it works wonderfully for music  especially paired with the amazon music account  and is perfect with my ring doorbell  love it,1,5,Positive
5,30-Jul-18,Black  Show,i absolutely love this    i have it in my kitchen so i can use it for cooking  the speakers are amazing,1,5,Positive
5,30-Jul-18,Black  Show,i have only had this a week but so far so good  we are enjoying it,1,4,Positive
4,30-Jul-18,White  Show,love the product idea  super easy to set up   get started  a breeze to do routine tasks  set alarms  timers  add items to shopping to do lists  play music  get news  just about anything it is supposed to do   the sound is good where imhave it sitting  not tinny at all as some have found  there is one thing i hate   it would keep me from recommending it to anyone   you cannot delete from the nice screen the continually running suggestions of what to ask alexa  unless you have her turn off the screen totally which i do when i go to bed  and it is too bad bc it is like a continuously running advertisement or set up guide  not attractive  the echo show was on sale prior to prime day for less than the echo  so i figured i was getting a great deal for my money when trying to decide which device to start out with  because of the ever present script it is not a nice device to look at  i would not buy it again  or recommend   go with the echo  i may still exchange the product,1,4,Positive
4,30-Jul-18,White  Show,very excited to see what it can do,1,2,Unknown
4,30-Jul-18,Black  Show,this is great for music  video calling  kitchen timers  and probably a bunch more  the only reason i gave it 4 instead of 5 stars is because of the ever floating   things to try   on the home screen  this is purely an aesthetic complaint  but hopefully soon amazon allows the option to shut it off,1,4,Positive
4,30-Jul-18,White  Show,i love the idea is the star trek computer at home  the skills are great  but the natural language work is mediocre,1,3,Neutral
5,30-Jul-18,White  Show,got this as a gift    so cool  i can view my news  recipes or shopping lists  and much more,1,5,Positive
5,30-Jul-18,Black  Show,i do love it  was easy to set up so far  but i wish it has a little more in the set up instructions  there is still a whole lot more i would like to be able to do with it and i have no idea if i can or not with it  but i really do like it,1,4,Positive
5,30-Jul-18,Black  Show,this is my second one  i have one in the kitchen and wanted another in my home office it is amazing for a quick look up while i am working  i live a very busy life and it helps keep me on track with work and personal appointments i will buy for holiday gifts for my whole family  the gift of organization and information at a voice command away,1,5,Positive
1,30-Jul-18,White  Show,,0,4,Unknown
1,30-Jul-18,White  Show,do not waste your money  i own an echo gen 1  and echo gen 2 and a dot  they all do a far better job of voice recognition that the echo show  in fact  it is so bad that it is virtually useless  also  the speaker is incredibly bass heavy    so much so that it is hard to understand voices  i have worked to adjust the bass and punch the mids and treble  but it still sounds awful  finally  the screen just does not add much  i can not see if from across the room  it rarely activates in any meaningful way  and when it does not  it is more of a distraction than a help  using facetime is so much more practicalthan using the show   i am surprised amazon did not make this a little more useful than it is  perhaps in the future  but for now  it is a waste of time and money,0,1,Negative
5,30-Jul-18,Black  Show,i love it  it does everything,1,5,Positive
2,30-Jul-18,Black  Show,thought it would be more powerful and have a lot more functionality  not much better than the echo dot  not worth the money,0,2,Negative
5,30-Jul-18,Black  Show,i purchased echo about 2 weeks ago   i love this product  i would definitely recommend,1,5,Positive
5,30-Jul-18,Black  Show,i m loving my new echo show  the video screen adds so much more value and potential  movies  tv shows  song lyrics  all extra features that are available with the echo show  oh  it also has a built in camera for taking pics,1,5,Positive
5,30-Jul-18,Black  Show,my wife has been using skype for years to talk to her parents daily  with constant technical issues  since her father is 88  it is a lot to ask the man to uninstall reinstall reconfigure skype  but he does  when i saw these on sale  i jumped on them  my wife was resistant to  learn a new technology   but i told her these just work   like the video phones i saw at the new york world s fair in 1964   54 years ago yesterday it set up quickly and worked fine  with no issues  my wife told her co worker today and she went out and bought 3   one for herself and her husband  and one for each set of parents  it just works  like a telephone   imagine that,1,5,Positive
5,30-Jul-18,White  Show,bluetooth sound is great  videos are crazy  it s an amazing device,1,5,Positive
5,30-Jul-18,Black  Show,great item for knowledge  directions  music laughter and more,1,5,Positive
4,30-Jul-18,Black  Show,very nice needs some work,1,4,Positive
5,30-Jul-18,Black  Show,very cool,1,5,Positive
5,30-Jul-18,Black  Show,enjoy using it  great sound  love the shopping list,1,5,Positive
3,30-Jul-18,Black  Show,the echo show is ok  however the constant suggestions about what to ask alexa are sooooo annoying and there is no way to eliminate it  also  i thought i could have the weather for an area displayed continuously  but i have to talk to alexa  which i do not want to do in the middle of the night  had i payed full price it would have been returned  there are other features that are nice  but i may never use them,1,3,Neutral
5,30-Jul-18,Black  Show,we held off purchasing an echo but could not resist during prime days  the echo works great and it is nice to have the screen  there is still a lot more we need to learn how to do,1,4,Positive
5,30-Jul-18,Black  Show,,1,4,Positive
5,30-Jul-18,White  Show,love it very much  still learning everything that my echo can do  but am really enjoying the whole process,1,5,Positive
5,30-Jul-18,White  Show,love it   still learning all the possibilities,1,5,Positive
5,30-Jul-18,Black  Show,i love the echo show awesome speakers i love the fact when you listen to music the words come up all around liking it so far  also being able to read what is on your shopping list to do list and notifications,1,5,Positive
5,30-Jul-18,Black  Show,nice works great,1,5,Positive
5,30-Jul-18,Black  Show,easy to set up and sooooooo many things it can do  just awesome,1,5,Positive
5,30-Jul-18,Black  Show,met every expectation i had,1,5,Positive
5,30-Jul-18,Black  Show,i like it,1,4,Positive
4,30-Jul-18,Black  Show,unit is working great  but it is a true pia that products today are shipped without user manuals  do manufacturers truly believe that user will magically know the full capabilities of each product purchased  i have no idea of the echo show s capabilities  i have it linked to my hue lights  but have no idea what commands will work  and what wo not  i purchased a fire tv stick along with the show  but have no idea how to maximize the two  just a few examples i even purchased a text that other users have found to be helpful  seems way too basic to me  but better than a kick in the pants,1,3,Neutral
4,30-Jul-18,Black  Show,it is a fun item to have  has a lot of udefulness  big negative is that it does not use google  or any real search engine  to get answers or find information,1,4,Positive
5,30-Jul-18,Black  Show,i was pleasantly surprised  it s awesome so far,1,5,Positive
5,30-Jul-18,Black  Show,alexa show is amazing  my wife hated that i bought it  thought we did not need it and after a day she fell in love with alexa too lol  it is so convenient for setting timers  listening to music  playing music for the dog while im not home  connecting to bluetooth speakers for parties  playing movies  i love it,1,5,Positive
2,30-Jul-18,White  Show,do not understand all the excitement over these alexa devices or the google ones either  it rarely gets what i say correct  does not control the dish receiver  yes i set it up correctly  using the alexa app on my phone  we got this for 129  which is a good deal  ti is definately not worth the 229 price though  maybe in another month it will get better  or either i have one that is just deaf and dumb  really can not recommend this item at the current time,0,1,Negative
5,30-Jul-18,White  Show,it makes talking with your grandchildren so easy  especially for the little ones  outstanding product,1,5,Positive
5,30-Jul-18,Black  Show,great product,1,5,Positive
5,30-Jul-18,Black  Show,i already had purchased the echo and a couple of dots and hesitated to purchase this until the price dropped  i am very glad i did  the versatility of the video screen is outstanding  no regrets,1,5,Positive
5,30-Jul-18,White  Show,i purchased the   show    to keep in touch with my daughter and her family after their recent move half way across the country  it is wonderful seeing their faces during our conversations,1,5,Positive
4,30-Jul-18,Black  Show,my difficulty is i dont have a cell phone and now you cant download the alexa app on a mac book air  so i am stuck  unable to program my echo show properly  in my opinion you should be able to tell the echo show what you need done  and the echo show does it  every time i ask for something i am referred back to the alexa app on your mobile device  which i cannot access to me this is not intelagence but dependence on other equipment to function every thing today is pushed to the phone  because the phone has been made accessable  to all those who wish to gather information,1,2,Unknown
5,30-Jul-18,Black  Show,great in the kitchen  i love to cook and it is fun to look up recipes  also great for listening to music and watching shows on amazon prime video while i cook  i subsequently bought an echo dot with the ihome clock docking station for the bedroom  i created a group so i can play music on both of them at the same time  i plan to add more speakers in the future,1,5,Positive
5,30-Jul-18,Black  Show,excellent quality  very good sound  great deal on prime day,1,5,Positive
4,30-Jul-18,Black  Show,so far so good  neat to have a visual version of alexa s responses  nice to see the lyrics of music you are listening to  flash briefings have good videos  speaker is much better than a dot but not the highest quality,1,4,Positive
5,30-Jul-18,Black  Show,it s fun,1,4,Positive
5,30-Jul-18,Black  Show,fun so far  learning to use her,1,4,Positive
5,30-Jul-18,Black  Show,works great   nice sound and picture,1,5,Positive
5,30-Jul-18,White  Show,this product is even better than i imagined  i love the timer setting  it reminds me to put the clothes in the dryer if i ask it to  and i love shopping list feature  my family enjoys the games too  it s made my life a little more easy  alexa is my personal assistant,1,5,Positive
5,30-Jul-18,Black  Show,i love it,1,5,Positive
2,30-Jul-18,White  Show,very disappointed  alexa doesn t hear me and doesn t respond to my requests,0,1,Negative
5,30-Jul-18,Black  Show,highly like my eco show no complaints,1,5,Positive
5,30-Jul-18,Black  Show,love it  so glad we got it on prime day  although now having it  i would totally pay full price for it,1,5,Positive
5,30-Jul-18,Black  Show,great addition to the alexa family  nice having the  visual  part of pics  recipes  etc,1,5,Positive
5,30-Jul-18,Black  Show,we love it   we use it every day and are finding new ways to use it the longer we have it,1,5,Positive
